iter	Logloss
308	0.1912527957
309	0.1911566756
310	0.1910326056
311	0.190987455
312	0.1909119303
313	0.1908972404
314	0.1908529493
315	0.1907404444
316	0.190714017
317	0.1905482126
318	0.19053071
319	0.1904402891
320	0.1903832432
321	0.1903040966
322	0.190219738
323	0.1900864746
324	0.1899899273
325	0.1899672787
326	0.1898509124
327	0.1896223985
328	0.1895744623
329	0.189406638
330	0.1893562295
331	0.1893143369
332	0.1892918947
333	0.1890943298
334	0.1890663467
335	0.1889766921
336	0.1888814598
337	0.1888147222
338	0.1887488139
339	0.188673503
340	0.1886375155
341	0.1885077006
342	0.1882967297
343	0.1879942286
344	0.1878881151
345	0.187783277
346	0.1876897753
347	0.1876371795
348	0.1875837141
349	0.1874980463
350	0.1874012237
351	0.1872567992
352	0.1871136454
353	0.1870555597
354	0.1868201393
355	0.186621934
356	0.1865116606
357	0.1863048552
358	0.1861964034
359	0.1861839323
360	0.1861345499
361	0.1858917166
362	0.1858509192
363	0.1857426824
364	0.1856697429
365	0.1855840387
366	0.1854163335
367	0.1853773481
368	0.1853211885
369	0.1852926292
370	0.185245597
371	0.1851629711
372	0.1851102234
373	0.1849362216
374	0.1848704147
375	0.1848438778
376	0.1847676759
377	0.1845149347
378	0.1843886106
379	0.1843187834
380	0.1842815781
381	0.1842356602
382	0.1840127428
383	0.1838657204
384	0.1837924651
385	0.1837583604
386	0.1837366174
387	0.1835996969
388	0.183472552
389	0.1834245975
390	0.1833726627
391	0.1833043337
392	0.1830918144
393	0.1830484891
394	0.1828982411
395	0.1828357225
396	0.1827876589
397	0.1827539025
398	0.1827212027
399	0.1825277372
400	0.1824099868
401	0.1823602009
402	0.1823424075
403	0.1823248617
404	0.182156436
405	0.1820166309
406	0.1819851661
407	0.1819228042
408	0.1818510016
409	0.1817480148
410	0.1817061854
411	0.1816245461
412	0.1815923417
413	0.1815462933
414	0.1814798261
415	0.1814056864
416	0.1813444264
417	0.1812068966
418	0.1810446546
419	0.1810131055
420	0.1807828973
421	0.1807392903
422	0.1806532839
423	0.1805960043
424	0.1805543549
425	0.1805144976
426	0.1804031049
427	0.180339633
428	0.1802303712
429	0.1801856335
430	0.1801231295
431	0.1800613277
432	0.1800152998
433	0.17997152
434	0.1797414953
435	0.179717277
436	0.179627662
437	0.1796020185
438	0.1795911102
439	0.179464176
440	0.1794298723
441	0.179262233
442	0.1792379033
443	0.1792130772
444	0.1791683256
445	0.179067456
446	0.179042595
447	0.1788640243
448	0.1787807528
449	0.1787601616
450	0.1785635565
451	0.1785242925
452	0.1784275282
453	0.1783864498
454	0.1783790657
455	0.1783047739
456	0.1782644687
457	0.1780554178
458	0.1779066925
459	0.1778111106
460	0.1777343411
461	0.1777188714
462	0.1776715691
463	0.1775976509
464	0.1775260768
465	0.1773328843
466	0.1771863497
467	0.1771697182
468	0.1771101379
469	0.1770676116
470	0.1770413811
471	0.1770100056
472	0.1769831881
473	0.1767852505
474	0.1765928151
475	0.1765537466
476	0.1763994306
477	0.1763645728
478	0.1763535158
479	0.1763186247
480	0.1762765632
481	0.1762155745
482	0.1761214522
483	0.1761087722
484	0.1760590913
485	0.1759695596
486	0.1758847732
487	0.1758394667
488	0.175666733
489	0.1756185989
490	0.1754363949
491	0.1754039415
492	0.1753839485
493	0.1753672421
494	0.1753130811
495	0.1751119096
496	0.1750866342
497	0.1750750305
498	0.1750400329
499	0.1750036866
500	0.1747651256
501	0.174712353
502	0.1745515814
503	0.1745054563
504	0.1742896383
505	0.1742747866
506	0.1740926914
507	0.1739159113
508	0.1738826571
509	0.1738558881
510	0.1738176944
511	0.1738106718
512	0.1737613859
513	0.1737467046
514	0.1737118183
515	0.1736874217
516	0.1736176677
517	0.173511981
518	0.173452986
519	0.1734063583
520	0.1733686517
521	0.173348045
522	0.1733224802
523	0.1732797174
524	0.1732248249
525	0.1731777534
526	0.1731475324
527	0.1730464135
528	0.1729463527
529	0.1729091028
530	0.1727932248
531	0.1727441945
532	0.1726914323
533	0.1726691372
534	0.1726444644
535	0.1726025839
536	0.172577275
537	0.172520784
538	0.1725023682
539	0.1724645231
540	0.172437891
541	0.1724052942
542	0.1723849508
543	0.172371985
544	0.1723642464
545	0.1723096009
546	0.1722908686
547	0.1722673052
548	0.1720672443
549	0.1720440109
550	0.1720038022
551	0.1719709175
552	0.1719274137
553	0.1718789002
554	0.171857071
555	0.1717170727
556	0.1717095774
557	0.17164992
558	0.171611796
559	0.1715846368
560	0.1715586918
561	0.1714096068
562	0.1713947181
563	0.1712405416
564	0.1712130195
565	0.1711903925
566	0.1711341355
567	0.1711103862
568	0.1711028942
569	0.1709917008
570	0.1709686829
571	0.170788232
572	0.1707675472
573	0.1704952932
574	0.1704716426
575	0.1703997492
576	0.1703883357
577	0.1702306302
578	0.1702205171
579	0.1701997406
580	0.1701837328
581	0.1701710473
582	0.1700681087
583	0.1700491261
584	0.1699214385
585	0.1698365828
586	0.1697826385
587	0.1697539522
588	0.1697429224
589	0.1697138352
590	0.1696913763
591	0.1696794201
592	0.1696502554
593	0.1696290192
594	0.169618529
595	0.1696059095
596	0.1694653451
597	0.1693191881
598	0.1692128003
599	0.1691836044
600	0.1691407434
601	0.1691243037
602	0.1691042295
603	0.169012039
604	0.1689754749
605	0.1689540767
606	0.1689355564
607	0.1688616652
608	0.1688380878
609	0.1688230957
610	0.1688169514
611	0.1686558475
612	0.1685479103
613	0.1684773898
614	0.1684383913
615	0.1683716933
616	0.1682187201
617	0.1681646475
618	0.1679428513
619	0.1678618115
620	0.1678144599
621	0.1677827062
622	0.1676567892
623	0.167505985
624	0.167412792
625	0.1673522347
626	0.1673213795
627	0.1672618834
628	0.1672523329
629	0.1672024814
630	0.1670558452
631	0.1670192061
632	0.1669560282
633	0.1669116905
634	0.1667743316
635	0.1667391192
636	0.1667007627
637	0.166637776
638	0.1665839415
639	0.1665316773
640	0.1665119674
641	0.166444869
642	0.1664027857
643	0.1662590695
644	0.16624364
645	0.1662036453
646	0.1661870074
647	0.1661472859
648	0.166135425
649	0.1661078969
650	0.166080948
651	0.1659024326
652	0.1657499002
653	0.1657142507
654	0.1656830407
655	0.1655537942
656	0.1655309716
657	0.1654472584
658	0.1654349435
659	0.165403683
660	0.1653348018
661	0.1651822485
662	0.1650884155
663	0.1648956896
664	0.1648876631
665	0.164853646
666	0.1647448161
667	0.1647258755
668	0.1646143101
669	0.1645901372
670	0.1645451451
671	0.1645210327
672	0.1645140193
673	0.1644286368
674	0.1643926442
675	0.1643488018
676	0.164317742
677	0.1642470016
678	0.1642135635
679	0.1641687772
680	0.1641334298
681	0.1640978195
682	0.1640675597
683	0.1640349488
684	0.1639219445
685	0.1638888321
686	0.1638475027
687	0.1637700633
688	0.1636734477
689	0.1636632927
690	0.163619377
691	0.1636063621
692	0.1635743158
693	0.1635455735
694	0.1634715986
695	0.1634377731
696	0.1633921433
697	0.1633647967
698	0.1631988804
699	0.1631886544
700	0.1630915905
701	0.1630484027
702	0.1629780373
703	0.1629499552
704	0.162857734
705	0.1628445731
706	0.1628050634
707	0.1627342795
708	0.1626883702
709	0.1625599571
710	0.1625380252
711	0.1624291741
712	0.1623176818
713	0.1623050245
714	0.1622849527
715	0.162239351
716	0.1622056096
717	0.162189196
718	0.1621479231
719	0.1621297774
720	0.1620995375
721	0.1620087365
722	0.1619107112
723	0.1618292864
724	0.1617997434
725	0.1617478731
726	0.1616167722
727	0.1616046821
728	0.1615515376
729	0.1614847856
730	0.1614698435
731	0.1614440995
732	0.1614199221
733	0.1614058632
734	0.1612868414
735	0.161234989
736	0.1612246193
737	0.1611218882
738	0.1611001892
739	0.160960676
740	0.1609236138
741	0.1609023927
742	0.1608761037
743	0.16086137
744	0.1608357204
745	0.1608067061
746	0.1607725669
747	0.1607465558
748	0.1607338187
749	0.1606922626
750	0.1605759741
751	0.160410553
752	0.1602738439
753	0.1602531458
754	0.160229739
755	0.1602060324
756	0.1601945199
757	0.1600643841
758	0.1600318226
759	0.1600002512
760	0.1598813784
761	0.1598700056
762	0.1597766886
763	0.1596857312
764	0.1596197011
765	0.159610169
766	0.1594819806
767	0.159471346
768	0.1593962915
769	0.1593212324
770	0.1593029871
771	0.1592040514
772	0.1591854306
773	0.1591475078
774	0.1591307987
775	0.1590896468
776	0.1590205482
777	0.1590098581
778	0.1589033651
779	0.1587914454
780	0.1587687069
781	0.1587334044
782	0.158718883
783	0.1587110914
784	0.1587028846
785	0.1586706727
786	0.1586574016
787	0.1585672894
788	0.1585551827
789	0.1585030835
790	0.1583871073
791	0.1583771757
792	0.1583462
793	0.1583370356
794	0.1582177526
795	0.1581937699
796	0.1581775571
797	0.1580410333
798	0.1579956308
799	0.1579854715
800	0.1579404725
801	0.1579100297
802	0.1577971174
803	0.1577891654
804	0.1577619289
805	0.1577334571
806	0.1576059724
807	0.1575900297
808	0.1575664706
809	0.1574791609
810	0.1573656838
811	0.1573557171
812	0.1573480943
813	0.1573400024
814	0.1573076492
815	0.1572773088
816	0.1572688377
817	0.1571457323
818	0.15712548
819	0.1571113438
820	0.1570880115
821	0.1570783567
822	0.1570707627
823	0.1570329681
824	0.1569614115
825	0.1569545495
826	0.1569390157
827	0.1569314298
828	0.1569217454
829	0.1568955426
830	0.1568114241
831	0.1566859416
832	0.1566573519
833	0.1565607587
834	0.1565526186
835	0.1564416131
836	0.156434109
837	0.1564260067
838	0.1564187268
839	0.156394301
840	0.1562633299
841	0.1562515572
842	0.1562443964
843	0.1561349544
844	0.1561274481
845	0.1560516451
846	0.1560422821
847	0.1560362539
848	0.1560270911
849	0.1559769795
850	0.1558718297
851	0.1558650837
852	0.1558594835
853	0.1558285352
854	0.1558211857
855	0.1558018125
856	0.1557306328
857	0.1557216819
858	0.1557157503
859	0.1556897566
860	0.1556828892
861	0.1556780194
862	0.155580877
863	0.1555736695
864	0.1554406795
865	0.155334165
866	0.1553254298
867	0.1552459311
868	0.1551546804
869	0.1551483571
870	0.1551417418
871	0.1550445043
872	0.1549174849
873	0.1548358116
874	0.1548118864
875	0.1547670073
876	0.1547580986
877	0.1546769364
878	0.1546102074
879	0.1546038925
880	0.1545001304
881	0.1544076126
882	0.1543277242
883	0.1542376937
884	0.1542330821
885	0.1542260471
886	0.154128121
887	0.1541219129
888	0.1540571088
889	0.1540297513
890	0.1539575217
891	0.1539512637
892	0.1538785798
893	0.1537630041
894	0.1537569994
895	0.153708517
896	0.1536947406
897	0.1536874495
898	0.1536822498
899	0.1535773682
900	0.1535701735
901	0.1534614897
902	0.1533812874
903	0.1533765042
904	0.153370094
905	0.1533338722
906	0.1532692707
907	0.1532621751
908	0.1532512156
909	0.1532463822
910	0.1532395574
911	0.1532350191
912	0.1532174253
913	0.1532115285
914	0.1532030567
915	0.1531973669
916	0.1531925904
917	0.1530912438
918	0.153016795
919	0.1529628217
920	0.152940257
921	0.1528364596
922	0.1528308215
923	0.1528046241
924	0.1527982417
925	0.1527180596
926	0.1526089878
927	0.1526039482
928	0.1525996353
929	0.1525940444
930	0.1525680201
931	0.1525624295
932	0.1524690649
933	0.1523757514
934	0.1523709787
935	0.1523664081
936	0.1522819681
937	0.1522238061
938	0.1521861854
939	0.1521703271
940	0.1521652215
941	0.15208387
942	0.1520790276
943	0.1520418161
944	0.1520268779
945	0.1520229599
946	0.151919439
947	0.1518510417
948	0.1518454911
949	0.1517955984
950	0.1517919824
951	0.1517553856
952	0.1516965084
953	0.1516413684
954	0.1516368877
955	0.1516306575
956	0.1515349409
957	0.1515289066
958	0.1515256248
959	0.1515203881
960	0.151481099
961	0.1514771816
962	0.1514731942
963	0.1514272011
964	0.1514214969
965	0.1513228212
966	0.1513091616
967	0.1513039286
968	0.1513008844
969	0.1512549267
970	0.1511565476
971	0.1511521962
972	0.1510972441
973	0.1510924306
974	0.1509980603
975	0.1509930025
976	0.1509893074
977	0.1509848178
978	0.1509018876
979	0.1508551217
980	0.1508501576
981	0.1508053595
982	0.1508018203
983	0.1507128431
984	0.1506650924
985	0.1505756793
986	0.1505706977
987	0.1504964781
988	0.1504891699
989	0.1504841464
990	0.1504803896
991	0.1504452086
992	0.1504127783
993	0.1503282077
994	0.1502782272
995	0.1502750819
996	0.1502621637
997	0.1502134095
998	0.1502057006
999	0.1502012853
